Front;Back;LessonID;TopicTags;Family
diabetes;diabetes;12;auto_frequency,source_google,auto_no_translation;diabetes
ml;ml;1;auto_frequency,source_google,auto_no_translation;ml
res;res;2;auto_frequency,source_google,auto_no_translation;res
bodies;bodies;3;auto_frequency,source_google,auto_no_translation;bodies
photographs;photographs;4;auto_frequency,source_google,auto_no_translation;photographs
simon;simon;5;auto_frequency,source_google,auto_no_translation;simon
writers;writers;6;auto_frequency,source_google,auto_no_translation;writers
marks;marks;7;auto_frequency,source_google,auto_no_translation;marks
loved;loved;8;auto_frequency,source_google,auto_no_translation;loved
favourites;favourites;9;auto_frequency,source_google,auto_no_translation;favourites
mapping;mapping;10;auto_frequency,source_google,auto_no_translation;mapping
birds;birds;11;auto_frequency,source_google,auto_no_translation;birds
represents;represents;12;auto_frequency,source_google,auto_no_translation;represents
char;char;1;auto_frequency,source_google,auto_no_translation;char
indexed;indexed;2;auto_frequency,source_google,auto_no_translation;indexed
pittsburgh;pittsburgh;3;auto_frequency,source_google,auto_no_translation;pittsburgh
preferred;preferred;4;auto_frequency,source_google,auto_no_translation;preferred
saved;saved;5;auto_frequency,source_google,auto_no_translation;saved
paying;paying;6;auto_frequency,source_google,auto_no_translation;paying
shots;shots;7;auto_frequency,source_google,auto_no_translation;shots
moore;moore;8;auto_frequency,source_google,auto_no_translation;moore
granted;granted;9;auto_frequency,source_google,auto_no_translation;granted
choices;choices;10;auto_frequency,source_google,auto_no_translation;choices
listening;listening;11;auto_frequency,source_google,auto_no_translation;listening
registry;registry;12;auto_frequency,source_google,auto_no_translation;registry
denmark;denmark;1;auto_frequency,source_google,auto_no_translation;denmark
employed;employed;2;auto_frequency,source_google,auto_no_translation;employed
header;header;3;auto_frequency,source_google,auto_no_translation;header
cs;cs;4;auto_frequency,source_google,auto_no_translation;cs
formed;formed;5;auto_frequency,source_google,auto_no_translation;formed
que;que;6;auto_frequency,source_google,auto_no_translation;que
sheets;sheets;7;auto_frequency,source_google,auto_no_translation;sheets
patrick;patrick;8;auto_frequency,source_google,auto_no_translation;patrick
puerto;puerto;9;auto_frequency,source_google,auto_no_translation;puerto
consolidation;consolidation;10;auto_frequency,source_google,auto_no_translation;consolidation
displays;displays;11;auto_frequency,source_google,auto_no_translation;displays
plasma;plasma;12;auto_frequency,source_google,auto_no_translation;plasma
allowing;allowing;1;auto_frequency,source_google,auto_no_translation;allowing
voip;voip;2;auto_frequency,source_google,auto_no_translation;voip
delaware;delaware;3;auto_frequency,source_google,auto_no_translation;delaware
bidding;bidding;4;auto_frequency,source_google,auto_no_translation;bidding
consultants;consultants;5;auto_frequency,source_google,auto_no_translation;consultants
risks;risks;6;auto_frequency,source_google,auto_no_translation;risks
fig;fig;7;auto_frequency,source_google,auto_no_translation;fig
barbara;barbara;8;auto_frequency,source_google,auto_no_translation;barbara
cooperation;cooperation;9;auto_frequency,source_google,auto_no_translation;cooperation
counties;counties;10;auto_frequency,source_google,auto_no_translation;counties
ports;ports;11;auto_frequency,source_google,auto_no_translation;ports
implemented;implemented;12;auto_frequency,source_google,auto_no_translation;implemented
sf;sf;1;auto_frequency,source_google,auto_no_translation;sf
directories;directories;2;auto_frequency,source_google,auto_no_translation;directories
recognized;recognized;3;auto_frequency,source_google,auto_no_translation;recognized
dreams;dreams;4;auto_frequency,source_google,auto_no_translation;dreams
blogger;blogger;5;auto_frequency,source_google,auto_no_translation;blogger
notification;notification;6;auto_frequency,source_google,auto_no_translation;notification
kg;kg;7;auto_frequency,source_google,auto_no_translation;kg
licensing;licensing;8;auto_frequency,source_google,auto_no_translation;licensing
stands;stands;9;auto_frequency,source_google,auto_no_translation;stands
occurred;occurred;10;auto_frequency,source_google,auto_no_translation;occurred
textbooks;textbooks;11;auto_frequency,source_google,auto_no_translation;textbooks
hairy;hairy;12;auto_frequency,source_google,auto_no_translation;hairy
cleveland;cleveland;1;auto_frequency,source_google,auto_no_translation;cleveland
ut;ut;2;auto_frequency,source_google,auto_no_translation;ut
investments;investments;3;auto_frequency,source_google,auto_no_translation;investments
latina;latina;4;auto_frequency,source_google,auto_no_translation;latina
nasa;nasa;5;auto_frequency,source_google,auto_no_translation;nasa
wheels;wheels;6;auto_frequency,source_google,auto_no_translation;wheels
sexcam;sexcam;7;auto_frequency,source_google,auto_no_translation;sexcam
accessibility;accessibility;8;auto_frequency,source_google,auto_no_translation;accessibility
dutch;dutch;9;auto_frequency,source_google,auto_no_translation;dutch
templates;templates;10;auto_frequency,source_google,auto_no_translation;templates
formats;formats;11;auto_frequency,source_google,auto_no_translation;formats
tab;tab;12;auto_frequency,source_google,auto_no_translation;tab
depends;depends;1;auto_frequency,source_google,auto_no_translation;depends
boots;boots;2;auto_frequency,source_google,auto_no_translation;boots
holds;holds;3;auto_frequency,source_google,auto_no_translation;holds
router;router;4;auto_frequency,source_google,auto_no_translation;router
si;si;5;auto_frequency,source_google,auto_no_translation;si
editing;editing;6;auto_frequency,source_google,auto_no_translation;editing
poland;poland;7;auto_frequency,source_google,auto_no_translation;poland
folder;folder;8;auto_frequency,source_google,auto_no_translation;folder
womens;womens;9;auto_frequency,source_google,auto_no_translation;womens
css;css;10;auto_frequency,source_google,auto_no_translation;css
upload;upload;11;auto_frequency,source_google,auto_no_translation;upload
universities;universities;12;auto_frequency,source_google,auto_no_translation;universities
contractors;contractors;1;auto_frequency,source_google,auto_no_translation;contractors
milfhunter;milfhunter;2;auto_frequency,source_google,auto_no_translation;milfhunter
courts;courts;3;auto_frequency,source_google,auto_no_translation;courts
notices;notices;4;auto_frequency,source_google,auto_no_translation;notices
subscriptions;subscriptions;5;auto_frequency,source_google,auto_no_translation;subscriptions
mc;mc;6;auto_frequency,source_google,auto_no_translation;mc
detroit;detroit;7;auto_frequency,source_google,auto_no_translation;detroit
alexander;alexander;8;auto_frequency,source_google,auto_no_translation;alexander
converted;converted;9;auto_frequency,source_google,auto_no_translation;converted
metro;metro;10;auto_frequency,source_google,auto_no_translation;metro
toshiba;toshiba;11;auto_frequency,source_google,auto_no_translation;toshiba
improvements;improvements;12;auto_frequency,source_google,auto_no_translation;improvements
pearl;pearl;1;auto_frequency,source_google,auto_no_translation;pearl
nick;nick;2;auto_frequency,source_google,auto_no_translation;nick
accessory;accessory;3;auto_frequency,source_google,auto_no_translation;accessory
qty;qty;4;auto_frequency,source_google,auto_no_translation;qty
exists;exists;5;auto_frequency,source_google,auto_no_translation;exists
arrangements;arrangements;6;auto_frequency,source_google,auto_no_translation;arrangements
conferences;conferences;7;auto_frequency,source_google,auto_no_translation;conferences
uniprotkb;uniprotkb;8;auto_frequency,source_google,auto_no_translation;uniprotkb
beastiality;beastiality;9;auto_frequency,source_google,auto_no_translation;beastiality
birmingham;birmingham;10;auto_frequency,source_google,auto_no_translation;birmingham
flashing;flashing;11;auto_frequency,source_google,auto_no_translation;flashing
lp;lp;12;auto_frequency,source_google,auto_no_translation;lp
surveys;surveys;1;auto_frequency,source_google,auto_no_translation;surveys
sitting;sitting;2;auto_frequency,source_google,auto_no_translation;sitting
putting;putting;3;auto_frequency,source_google,auto_no_translation;putting
controller;controller;4;auto_frequency,source_google,auto_no_translation;controller
committees;committees;5;auto_frequency,source_google,auto_no_translation;committees
penis;penis;6;auto_frequency,source_google,auto_no_translation;penis
researchers;researchers;7;auto_frequency,source_google,auto_no_translation;researchers
vietnam;vietnam;8;auto_frequency,source_google,auto_no_translation;vietnam
anne;anne;9;auto_frequency,source_google,auto_no_translation;anne
gardens;gardens;10;auto_frequency,source_google,auto_no_translation;gardens
malaysia;malaysia;11;auto_frequency,source_google,auto_no_translation;malaysia
unsubscribe;unsubscribe;12;auto_frequency,source_google,auto_no_translation;unsubscribe
antique;antique;1;auto_frequency,source_google,auto_no_translation;antique
labels;labels;2;auto_frequency,source_google,auto_no_translation;labels
bio;bio;3;auto_frequency,source_google,auto_no_translation;bio
molecular;molecular;4;auto_frequency,source_google,auto_no_translation;molecular
upskirt;upskirt;5;auto_frequency,source_google,auto_no_translation;upskirt
acting;acting;6;auto_frequency,source_google,auto_no_translation;acting
heads;heads;7;auto_frequency,source_google,auto_no_translation;heads
stored;stored;8;auto_frequency,source_google,auto_no_translation;stored
logos;logos;9;auto_frequency,source_google,auto_no_translation;logos
attorneys;attorneys;10;auto_frequency,source_google,auto_no_translation;attorneys
milfs;milfs;11;auto_frequency,source_google,auto_no_translation;milfs
antiques;antiques;12;auto_frequency,source_google,auto_no_translation;antiques
ryan;ryan;1;auto_frequency,source_google,auto_no_translation;ryan
operators;operators;2;auto_frequency,source_google,auto_no_translation;operators
philippines;philippines;3;auto_frequency,source_google,auto_no_translation;philippines
beds;beds;4;auto_frequency,source_google,auto_no_translation;beds
breasts;breasts;5;auto_frequency,source_google,auto_no_translation;breasts
pcs;pcs;6;auto_frequency,source_google,auto_no_translation;pcs
employers;employers;7;auto_frequency,source_google,auto_no_translation;employers
honda;honda;8;auto_frequency,source_google,auto_no_translation;honda
amended;amended;9;auto_frequency,source_google,auto_no_translation;amended
bills;bills;10;auto_frequency,source_google,auto_no_translation;bills
definitions;definitions;11;auto_frequency,source_google,auto_no_translation;definitions
von;von;12;auto_frequency,source_google,auto_no_translation;von
doctors;doctors;1;auto_frequency,source_google,auto_no_translation;doctors
ag;ag;2;auto_frequency,source_google,auto_no_translation;ag
elections;elections;3;auto_frequency,source_google,auto_no_translation;elections
drinking;drinking;4;auto_frequency,source_google,auto_no_translation;drinking
blowjobs;blowjobs;5;auto_frequency,source_google,auto_no_translation;blowjobs
enhanced;enhanced;6;auto_frequency,source_google,auto_no_translation;enhanced
entitled;entitled;7;auto_frequency,source_google,auto_no_translation;entitled
stainless;stainless;8;auto_frequency,source_google,auto_no_translation;stainless
newspapers;newspapers;9;auto_frequency,source_google,auto_no_translation;newspapers
hospitals;hospitals;10;auto_frequency,source_google,auto_no_translation;hospitals
vi;vi;11;auto_frequency,source_google,auto_no_translation;vi
deluxe;deluxe;12;auto_frequency,source_google,auto_no_translation;deluxe
humor;humor;1;auto_frequency,source_google,auto_no_translation;humor
monitors;monitors;2;auto_frequency,source_google,auto_no_translation;monitors
lived;lived;3;auto_frequency,source_google,auto_no_translation;lived
indonesia;indonesia;4;auto_frequency,source_google,auto_no_translation;indonesia
pursuant;pursuant;5;auto_frequency,source_google,auto_no_translation;pursuant
sci;sci;6;auto_frequency,source_google,auto_no_translation;sci
edt;edt;7;auto_frequency,source_google,auto_no_translation;edt
visits;visits;8;auto_frequency,source_google,auto_no_translation;visits
domains;domains;9;auto_frequency,source_google,auto_no_translation;domains
capabilities;capabilities;10;auto_frequency,source_google,auto_no_translation;capabilities
pmid;pmid;11;auto_frequency,source_google,auto_no_translation;pmid
berlin;berlin;12;auto_frequency,source_google,auto_no_translation;berlin
ba;ba;1;auto_frequency,source_google,auto_no_translation;ba
para;para;2;auto_frequency,source_google,auto_no_translation;para
siemens;siemens;3;auto_frequency,source_google,auto_no_translation;siemens
improving;improving;4;auto_frequency,source_google,auto_no_translation;improving
cr;cr;5;auto_frequency,source_google,auto_no_translation;cr
meant;meant;6;auto_frequency,source_google,auto_no_translation;meant
pounds;pounds;7;auto_frequency,source_google,auto_no_translation;pounds
buffalo;buffalo;8;auto_frequency,source_google,auto_no_translation;buffalo
organisations;organisations;9;auto_frequency,source_google,auto_no_translation;organisations
pg;pg;10;auto_frequency,source_google,auto_no_translation;pg
